id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
886,Power in Praising God,Charles Haddon Spurgeon,unknown,0883685264,171,Whitaker Distribution,1998-05-01,40.25
887,The Writer's Notebook: Craft Essays from Tin House,"Dorothy Allison,Jim Shepard,Aimee Bender,Kate Bernheimer,Anna Keesey,Susan Bell,Denis Johnson,Matthea Harvey,D.A. Powell,Nick Flynn,Charles D'Ambrosio,Chris Offutt,Stephen Elliott,Steve Almond,Marie Howe",unknown,0979419816,288,Tin House Books,2009-05-12,18.75
888,"Fated Forgiveness (Kindred of Arkadia, #4)",Alanea Alder,romance,nan,134,Siren Publishing,2013-11-06,30.0
889,"Clown'd (XXX'd, #1)",K.A. Merikan,romance,nan,36,Acerbi&Villani ltd.,2013-04-05,42.75
890,Rogue Trooper: To The Ends Of Nu Earth,"Gerry Finley-Day,Cam Kennedy,Trevor Goring,Steve Dillon",unknown,1904265804,160,Rebellion,2006-01-10,21.25
891,A Intriga e a Herança (A Very English Mystery #2),Elizabeth Edmondson,mystery,nan,352,Asa,2016-09-20,43.75
892,L World,Taryn Rose,unknown,nan,165,Ravenous Romance,2012-01-25,37.5
893,Atlas of Ultrasound and Nerve Stimulation-Guided Regional Anesthesia,Ban C.H. Tsui,unknown,0387681582,302,Springer,2007-10-01,29.0
894,"New Beginnings (Cozzi Cove, #4)",Joe Cosentino,romance,nan,174,NineStar Press,2017-03-27,12.25
895,If They Move . . . Kill 'Em!: The Life and Times of Sam Peckinpah,David Weddle,unknown,0802137768,592,Grove Press,2000-12-18,49.0
896,"Afro-Vegan: Farm-Fresh African, Caribbean, and Southern Flavors Remixed",Bryant Terry,unknown,1607745313,224,Ten Speed Press,2014-04-08,16.25
897,"Brassicas: Cooking the World's Healthiest Vegetables: Kale, Cauliflower, Broccoli, Brussels Sprouts and More","Laura B. Russell,Rebecca Katz",unknown,1607745712,176,Ten Speed Press,2014-04-08,26.75
898,"The Blender Girl: Super-Easy, Super-Healthy Meals, Snacks, Desserts, and Drinks--100 Gluten-Free, Vegan Recipes!",Tess Masters,unknown,1607746433,224,Ten Speed Press,2014-04-08,46.5
899,The Seeking Sword,Jaan Kangilaski,fantasy,0345256506,346,Ballantine Books,1977-01-12,12.5
900,Old Man Laughing,Robert King,unknown,0978945638,76,Ghost Road Press,2007-01-01,44.0
901,Handmade Gatherings: Recipes and Crafts for Seasonal Celebrations and Potluck Parties,"Ashley English,Jen Altman",unknown,1611800560,288,Roost Books,2014-04-08,17.5
902,Utah Sucks,Johnny Scarlotti,unknown,0692509631,148,Snake Arm Press,2015-09-20,24.25
903,At the Marsh in the Meadow,"Jeanie Mebane,Gerald Guerlais",science,1585369586,32,Sleeping Bear Press,2016-02-01,35.0
904,Good Trick Walking Stick,"Sheri M Bestor,Jonny Lambert",science,1585369438,32,Sleeping Bear Press,2016-03-01,38.5
905,Anathema,Colleen Coble,fiction,1595542477,336,Thomas Nelson,2008-05-13,14.25
906,Squishy Circuits,"Kristin Fontichiaro,AnnMarie Thomas",unknown,1631378155,32,Cherry Lake Publishing,2014-08-01,19.5
907,Fudge-A-Mania,Judy Blume,fiction,0739356275,0,Listening Library (Audio),2007-08-28,45.0
908,Nationalism and Ethnic Conflict in Nepal: Identities and Mobilization After 1990,"Mahendra Lawoti,Susan I Hangen",unknown,0415780977,265,Routledge,2012-08-20,40.75
909,İpeği İşleyen Kız,"Kelli Estes,Duygu Parsadan",fiction,nan,456,Arkadya Yayinlari,2017-01-20,29.75
910,Star Trek: Deep Space Nine: The Never Ending Sacrifice,Una McCormack,fiction,1439123462,384,Pocket Books/Star Trek,2009-08-25,11.0
911,Depression Fallout,Anne Sheffield,unknown,0061572462,304,HarperCollins Publishers,2008-01-22,6.25
912,When You Lose Someone You Love,Richard Exley,unknown,143476480X,128,David C. Cook,2009-10-01,47.25
913,"Seigi no Mikata (Seigi no Mikata, #1)",Chiaki Hijiri,romance,4088652606,208,Ji Ying She,2004-12-16,13.0
914,Soberbiamente Apasionado,Chantal Paulette,unknown,nan,116,Amazon Digital Services,2011-01-19,25.5
915,El libro Troll,El Rubius,unknown,nan,192,Temas de hoy,2014-05-27,38.5
916,"Jewelry with a Hook: Crocheted Fiber Necklaces, Bracelets  More",Terry  Taylor,unknown,1600590160,128,Lark Books,2007-10-01,28.0
917,Spiritual Maturity: The Road to Wonderland,Bruce Baker,unknown,1602650241,376,"Grace Acres, Inc.",2009-10-01,46.75
918,"Seigi no Mikata (Seigi no Mikata, #2)",Chiaki Hijiri,romance,4088653025,208,Ji Ying She,2005-09-16,38.0
919,مكة المكرمة و المدينة المنورة,"`Sm 'Hmd Hsyn mdyr,lyl~ SlH z`zw`",unknown,nan,190,ldr l`rby@ ll`lwm - nshrwn,2011-06-24,24.25
920,The Midnight Shrink,Edward A. Dreyfus,unknown,150869138X,222,Createspace Independent Publishing Platform,2015-06-30,23.0
921,Cruising through Caregiving: Reducing the Stress of Caring for Your Loved One,Jennifer L. FitzPatrick,unknown,1626343195,344,Greenleaf Book Group Press,2016-09-27,44.5
922,419 Scam: Exploits of the Nigerian Con Man,Charles Tive,unknown,0595413862,160,iUniverse,2006-09-27,14.0
923,The Cruel Mother: A Family Ghost Laid to Rest,Sian Busby,history,1904095712,301,Short Books,2004-01-01,39.75
924,"Women's Murder Club Box Set, Volume 1","James Patterson,Suzanne Toren,Melissa Leo,Jeremy Piven,Carolyn McCormick",mystery,1600242413,0,"Little, Brown & Company",2007-11-13,20.25
925,Body Count,Burl Barer,mystery,0786014059,256,Pinnacle,2002-09-01,23.75
926,"History's Greatest Conspiracies: One Hundred Plots, Real and Suspected, That have Shocked, Fascinated, and Sometimes Changed the World",H. Paul Jeffers,history,159228325X,336,Lyons Press,2004-08-01,28.0
927,"El club de los muertos (Sookie Stackhouse, #3)",Charlaine Harris,fantasy,8466322906,512,Punto de Lectura,2009-05-01,7.75
928,Adventurer: Sailing Problem,R. Richard,unknown,nan,175,Club Lighthouse,2013-05-09,33.75
929,Unprotected Sax,"Tony McFadden,Charles McFadden",mystery,1481073788,382,Createspace,2013-02-23,21.5
930,Aces,Bill Yenne,unknown,0425176991,400,Berkley,2000-10-01,29.0
931,The Diver's Empty Clothes,Vendela Vida,fiction,nan,260,Atlantic,2015-10-01,24.75
932,Great Graphics on a Budget: Creating Cutting-Edge Work for Less,Simon Dixon,unknown,1592530869,192,Rockport Publishers,2004-09-01,43.5
933,Kansas Forts & Bases: Sentinels on the Prairie,"Debra Goodrich Bisel,Michelle M. Martin",unknown,1609498267,144,History Press,2013-02-19,19.25
934,Southcrop Forest,Lorne Rothman,fantasy,0595495885,170,iUniverse,2008-06-19,24.25
935,Si Proche de Lui,Stephane Soutoul,romance,2365382533,304,Rebelle,2014-09-30,40.25
936,Il gattopardo,Giuseppe Tomasi di Lampedusa,fiction,8869861279,10,Emons Edizioni,2017-03-02,21.75
937,Frozen Time,Anna Kim,fiction,1572411724,125,Ariadne Press,2010-01-01,20.0
938,Something's Brewing at Joe's,S.J.D. Peterson,romance,1635333385,200,Dreamspinner Press,2017-06-30,28.5
939,"I Loved a Rogue (The Prince Catchers, #3)",Katharine Ashe,romance,0062229869,384,Avon,2015-02-24,11.25
940,Say What?,"Angela Diterlizzi,Joey Chou",fiction,1416986944,32,Beach Lane Books,2011-07-12,19.75
941,The True Story of Catch 22: The Real Men and Missions of Joseph Heller's 340th Bomb Group in World War II,Patricia Chapman Meder,history,1612001033,240,Casemate,2012-07-19,8.5
942,"The Kingdom on the Waves (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #2)",M.T. Anderson,fiction,0763646261,560,Candlewick Press,2009-10-13,21.0
943,"Kimberly's Flight: The Story of Captain Kimberly Hampton, America's First Woman Combat Pilot Killed in Battle","Anna  Simon,Ann Hampton",history,1612001025,304,Casemate,2012-05-19,27.5
944,Teach Yourself Beginner's Latin Package (Book + 2cds),George Sharpley,unknown,0071424539,240,McGraw-Hill,2004-04-14,40.75
945,"Flétrissures (Rose Morte, #3)",Celine Landressie,fantasy,2811216596,576,Milady,2016-05-20,28.75
946,The Illustrated Virago Book of Women Travellers,Mary Morris,history,1844084418,246,Virago,2007-05-01,14.25
947,Diaries of an Internet Lover: What Really Happens When Naughty Girls Date,Dawn Porter,romance,075351009X,256,Virgin Books,2006-07-01,23.0
948,French Literature: A Very Short Introduction,John D. Lyons,history,nan,144,Oxford University Press,2010-06-18,34.25
949,James Bravo's Shotgun Bride,Christine Rimmer,romance,0373659563,224,Harlequin,2016-04-19,49.5
950,Fortune's Prince Charming,Nancy Robards Thompson,romance,0373659555,224,Harlequin,2016-04-19,29.5
951,Her Rugged Rancher,Stella Bagwell,romance,037365958X,224,Harlequin,2016-04-19,34.75
952,"The Detective's 8 lb, 10 oz Surprise (Hurley's Homestyle Kitchen, #2)",Meg Maxwell,romance,0373659571,224,Harlequin,2016-04-19,40.0
953,The Bachelor's Little Bonus,Gina Wilkins,romance,0373659601,224,Harlequin,2016-04-19,12.5
954,Do You Take This Daddy? (Paradise Animal Clinic #3),Katie  Meyer,romance,0373659598,224,Harlequin,2016-04-19,47.5
955,Mirror Image,Laura  Scott,romance,0373677448,288,Love Inspired,2016-04-05,41.0
956,Protect and Serve (Rookie K-9 Unit #1),Terri Reed,romance,037367743X,288,Love Inspired,2016-04-05,24.25
957,Western Herbs for Martial Artists and Contact Athletes: Effective Treatments for Common Sports Injuries,Susan Lynn Peterson,unknown,1594391971,374,YMAA Publication Center,2010-10-16,47.25
958,What I Remember from My Time on Earth,Patricia Young,fiction,0887845924,80,House of Anansi Press,1997-05-01,38.0
959,Weights and Measures,"Joseph Roth,David LeVay",fiction,0720611369,150,Peter Owen Publishers,2002-01-01,41.0
960,"Titans (The Valkyrie Chronicles, #5)",Erik Schubach,fantasy,nan,214,Smashwords Edition,2014-11-28,28.5
961,Underground,Ika Natassa,fiction,6020319466,552,Gramedia Pustaka Utama,2016-02-29,29.75
962,Annie Dunne,Sebastian Barry,fiction,nan,240,Faber and Faber,2003-05-19,45.25
963,The Last Time They Met,Anita Shreve,fiction,0316781142,320,"Little, Brown and Company",2001-04-15,34.25
964,How I Live Now,Meg Rosoff,fiction,0375890548,194,Wendy Lamb Books,2004-11-30,43.25
965,"Mixed Vegetables, Vol. 5 (Mixed Vegetables, #5)",Ayumi Komura (Xiao Cun ayumi),romance,1421519712,173,VIZ Media LLC,2009-09-01,6.75
966,"Mixed Vegetables, Vol. 4 (Mixed Vegetables, #4)",Ayumi Komura (Xiao Cun ayumi),romance,1421519704,193,VIZ Media LLC,2009-06-02,16.75
967,"Love Stage!!, Vol. 3","Eiki Eiki,Taishi Zaou",romance,1421579936,178,SuBLime,2015-09-08,43.5
968,"Kamisama Kiss, Vol. 18","Julietta Suzuki,Tomo Kimura",fantasy,1421579707,200,VIZ Media LLC,2015-06-02,40.75
969,"Case Closed, Vol. 55",Gosho Aoyama,mystery,1421577836,192,VIZ Media LLC,2015-07-14,39.25
970,"Bleach (3-in-1 Edition), Vol. 12: Includes vols. 34, 35  36",Tite Kubo,fantasy,1421578654,624,VIZ Media LLC,2015-08-04,15.0
971,Fortune's Rocks,Anita Shreve,fiction,0316781010,320,"Little, Brown and Company",1999-12-02,34.75
972,A Jar For The Jarring,Candice Louisa Daquin,unknown,nan,95,STPG Press,2015-05-01,35.0
973,Bodyguard To A Sex God (Bodyguards Inc. #1),R.J. Scott,romance,nan,131,Love Lane Books,2013-01-09,15.25
974,"Global Issues, Local Arguments: Readings for Writing",June Johnson,unknown,0321244230,582,Longman Publishing Group,2006-08-01,10.5
975,I Ching: The Oracle,"Kerson Huang,Rosemary Huang,Anonymous",unknown,0894803190,207,Workman Publishing Company,1987-01-10,45.25
976,How to Be Both,Ali Smith,fiction,0143192760,384,Penguin Canada,2015-06-23,26.25
977,Totality and Infinity:  An Essay on Exteriority,"Emmanuel Levinas,Alphonso Lingis",unknown,0820702455,314,Duquesne,1969-12-01,13.0
978,The Growing Up Guide for Girls: What Girls on the Autism Spectrum Need to Know!,"Davida Hartman,Margaret Anne Suggs",unknown,1849055742,68,Jessica Kingsley Publishers,2015-03-21,11.0
979,Balkan as Metaphor: Between Globalization and Fragmentation,"Dusan I. Bjelic,Obrad Savic",unknown,0262524481,382,MIT Press (MA),2005-09-23,9.75
980,Eat Yourself Pregnant: Essential Recipes to Boosting your Fertility Naturally,Zita West,unknown,1848991983,160,Duncan Baird Publishers,2014-09-23,33.0
981,The Bipolar Express: Manic Depression and the Movies,Dave Coleman,unknown,081089193X,382,Rowman & Littlefield Publishers,2014-07-08,26.75
982,"Forged by Greed (Forged, #1)",A.O. Peart,fantasy,nan,420,Three Graces Publishing,2012-09-20,7.5
983,100 Poems to Lift Your Spirits,"Leslie Pockell,Celia Johnson",unknown,0446177954,210,Popular Library,2008-03-14,26.5
984,Tarumarname,Meric Eryurek,unknown,nan,640,Epsilon,2012-11-01,46.0
985,"The Reconstruction of Nations: Poland, Ukraine, Lithuania, Belarus, 1569-1999",Timothy Snyder,history,030010586X,384,Yale University Press,2004-07-11,45.5
986,"Hoods, Hot Rods, and Hellcats","Chad Eagleton,Mick Farren,Eric Beetner,Matthew Funk,Christopher Grant,David James Keaton,Nik Korpon,Heath Lowrance",unknown,nan,162,Cathode Angel Press,2014-03-19,7.5
987,Major Washington,Michael Kilian,unknown,0312181310,353,Thomas Dunne Books,1998-12-31,28.75
988,The Civil War and Reconstruction,"James G. Randall,David Herbert Donald,Jean Harvey Baker,Michael F. Holt",unknown,0393974278,800,W. W. Norton & Company,2000-12-14,49.25
989,Märchen to go von Oscar Wilde,Oscar Wilde,fantasy,3424350184,304,Diederichs,2009-10-19,45.0
990,A Good Day,Kevin Henkes,fiction,0061857785,28,Greenwillow Books,2010-01-26,10.75
991,"Awakening (The Chrysalis Series, #1)",Elene Sallinger,romance,1908766719,224,Xcite Books,2012-12-15,15.25
992,"El diablo en primavera (Los Ravenel, #3)",Lisa Kleypas,romance,nan,368,Ediciones B,2017-06-21,28.5
993,"Avant que tu partes (Stay, #1)",N.C. Bastian,romance,nan,369,Harlequin HQN,2017-09-27,45.75
994,The Millstone,Margaret Drabble,fiction,0141041722,167,Penguin,2010-04-01,27.25
995,Warrior (A Modern Greek Myth #3),Deidre Huesmann,unknown,nan,231,Evernight Teen,2017-04-07,20.25
996,The Shining Girls,"Lauren Beukes,Khristine Hvam,Peter Ganim,Jay Snyder",fiction,nan,9,AudioGO,2013-06-29,5.5
997,Egalias döttrar,"Gerd Brantenberg,Ebba Witt-Brattstrom",fiction,9185011096,268,Pocky AB,2004-08-09,24.25
998,New Kind of War,Anthony Price,fiction,0445403381,248,Mysterious Press,1989-06-01,18.75
999,Official Privilege,P.T. Deutermann,fiction,0312119968,392,St. Martin's Press,1995-05-01,20.5
1000,The Broons,Dudley D. Watkins,unknown,1845132149,96,Aurum Press,2006-12-01,25.0
1001,The CAFO Reader: The Tragedy of Industrial Animal Factories,Daniel Imhoff,history,0970950055,480,Watershed Media,2010-06-01,10.0
1002,"Te quiero, te odio, te amo","Cristina Nunez Pereira,Rafael R. Valcarcel",unknown,nan,192,Temas de hoy,2016-10-25,14.25
1003,One of Us,Jeannie Waudby,fiction,0762457996,320,Running Press,2015-11-03,39.75
1004,"Cover Girls (Sweet Valley High, #129)","Francine Pascal,Kate William",fiction,0553570633,196,Bantam,1997-02-10,6.25
1005,"Flair Collection (Sweet Valley High, #129, #130, #131)","Francine Pascal,Kate William",unknown,0553812815,624,Bantam,1999-07-01,33.5
1006,The Romance of Tristan and Isolt,"Norman B. Spector,Eugene Vinaver",fiction,0810107678,91,Northwestern University Press,1985-12-01,17.25
1007,"Nightmare in Death Valley (Sweet Valley High, #116)","Francine Pascal,Kate William",fiction,0553566342,196,Bantam,1995-05-01,13.25
1008,"Cheating to Win (Sweet Valley High, #77)","Francine Pascal,Kate William",fiction,0553291459,150,Bantam,1991-06-01,28.25
1009,"Gimmick!, Vol. 9","Kanari Yozaburo,Kuroko Yabuguchi",unknown,1421529211,200,VIZ Media LLC,2009-10-13,45.0
1010,Rocks In The Belly,Jon Bauer,fiction,1921640677,296,Scribe Publications,2010-08-02,45.25
1011,Mrs. McGinty's Dead,Agatha Christie,mystery,nan,244,HarperCollins,2010-10-14,38.5
1012,Barnaby Rudge,"Charles Dickens,Gordon Spence,George Cattermole,Hablot Knight Browne,Gordon W. Spence",fiction,0140430903,768,Penguin Classics,1974-02-28,19.25
1013,"Father Comes Home From the Wars (Parts 1, 2 & 3)",Suzan-Lori Parks,fiction,nan,141,Nick Hern Books,2016-09-15,41.75
1014,Her Knight in Shining Armour,Robyn Rychards,romance,nan,124,Escape Publishing,2014-03-01,25.75
1015,Too Busy for Love,Tamsin Baker,romance,nan,0,Escape Publishing,2014-03-01,21.5
1016,A Heart for the Holidays,Dana Volney,romance,1507202210,100,Crimson Romance,2016-11-21,35.0
1017,Rescue Nights (Cairns Rescue Team #2),Nina  Hamilton,romance,nan,0,Escape Publishing,2014-03-01,15.75
1018,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,fiction,nan,5,HarperCollins,2004-09-21,24.5
1019,Wolfskinder,"John Ajvide Lindqvist,Thorsten Alms",fiction,3785760566,556,Bastei Lubbe,2011-10-14,7.75
1020,Belinda In The Pool,Douglas Clegg,unknown,nan,22,Alkemara Press,2012-09-22,14.25
1021,In the Moonlight Mist,Daniel San Souci,history,1563977540,32,Boyds Mills Press,1999-04-01,27.5
1022,The Best Winds,Laura E. Williams,unknown,1590782747,32,Boyds Mills Press,2006-02-01,37.75
1023,The Brave Little Toaster,"Thomas M. Disch,Karen Lee Schmidt",fiction,0385230508,78,Doubleday Books for Young Readers,1986-04-02,19.0
1024,Short & Happy (or not),"Richard Bunning,Dixiane Hallaj,Colleen Grimes,Rob Johnson,Krisi Keley,J.D. Kipfer,Sharon M. Kraftchak,Ian Lahey,Maria Elizabeth McVoy,Maryann Miller,Sherri Fulmer Moorer,Tahlia Newland,P.M. Pevato,Marjorie Rommel,Jane Roop,Melodie Starkey,Wendy Wong,Jo Alkemade,Ellen Barnes,Jane Buchan,John Byk,Bobbi Carducci,Sakeena Edoo,Lenora Rain-Lee Good",romance,1633200205,264,"S & H Publishing, Inc.",1410-02-03,39.25
1025,Through the Eyes of Aliens: A Book About Autistic People,Jasmine Lee O'Neill,unknown,1853027103,144,Jessica Kingsley Publishers,1998-09-01,13.0
1026,"A Short Intro To Self-Mastery: You Already Have What You Want, You Just Don't Know It!",Gibran Selman,unknown,nan,25,"Amazon Digital Services, Inc.",2015-05-28,22.0
1027,"籠裡的女人 (懸案密碼, #1)","Jussi Adler-Olsen,You Xi *A De Le -Ou Er Sen,Zhang Wei Juan",mystery,9866275566,442,Qi Huan Ji Di Chu Ban,2011-09-29,38.5
1028,The People Principle: A Revolutionary Redefinition of Leadership,Ron Willingham,unknown,0312244908,272,St. Martin's Griffin,1999-12-14,46.5
1029,At the Sea Floor Cafe: Odd Ocean Critter Poems,"Leslie Bulion,Leslie Evans",science,1561455652,45,Peachtree Publishers,2011-04-01,12.25
1030,Anarcho-Modernism: Toward a New Critical Theory in Honour of Jerry Zaslove,"Ian Angus,Russell Jacoby,Robin Blaser,Wayne Burns,Harvey J. Graff,David Kettler,Jeff Wall,Jerry Zaslove",unknown,0889224579,512,Talonbooks,2001-09-15,35.75
1031,Usability Testing for Library Websites: A Hands-On Guide,Elaina Norlin,unknown,0838935117,69,ALA Editions,2000-09-05,11.5
1032,"White Witch, Black Curse (The Hollows, #7)",Kim Harrison,fantasy,0061138010,504,Eos,2009-02-24,22.5
1033,"Clones (Star Wars: Galaxy of Fear, #11)",John Whitman,fiction,0553486411,144,Skylark,1998-07-06,36.0
1034,"Revive (RedZone, #1)",Tracey   Martin,mystery,1619228335,282,Samhain,2015-05-19,39.75
1035,"Voices in the Dark (The Last Descendants, #2)",Catherine Banner,fantasy,0375838775,464,Random House Books for Young Readers,2009-09-22,35.0
1036,Cul de Sac: The Mighty Alice,Richard Thompson,fiction,1449410227,128,Andrews McMeel Publishing,2012-05-08,36.5
1037,Affordances and Design,Victor Kaptelinin,unknown,8792964125,116,Interaction Design Foundation,2014-05-15,42.25
1038,L'orlo della Fondazione,"Isaac Asimov,Laura Serra",fiction,8804398167,417,Mondadori,1987-01-01,49.5
1039,"Rest In Pizza (Pizza Lovers, #4)",Chris Cavender,mystery,0758279531,304,Kensington Publishing Corporation,2012-04-01,45.5
1040,Scribbles at an Exhibition,"Jerry Scott,Rick Kirkman",fiction,1449409725,128,Andrews McMeel Publishing,2012-05-15,34.25
1041,Saveur Easy Italian,Saveur Magazine,unknown,nan,95,Weldon Owen,2011-11-21,19.5
1042,Basic Income and the Free Market: Austrian Economics and the Potential for Efficient Redistribution,Guinevere Liberty Nell,unknown,113726358X,240,Palgrave Macmillan,2013-08-21,8.25
1043,Lend Me Your Ears: All you need to know about making speeches and presentations,Max Atkinson,unknown,0091894794,384,Vermilion,2004-09-02,38.0
1044,Aristotle on Method and Metaphysics,Edward Feser,unknown,0230360912,316,Palgrave Macmillan,2013-07-12,11.0
1045,"Time and Time Again: A Collection (Time Between Us, #1-2)",Tamara Ireland Stone,fiction,1484781333,736,Disney-Hyperion,2017-06-06,42.0
1046,"La fábrica de las sombras (Leire Altuna, #2)",Ibon Martin,unknown,8494407716,440,Ediciones Travel Bug,2015-11-12,28.25
1047,"Global Jane Austen: Pleasure, Passion, and Possessiveness in the Jane Austen Community","Laurence Raw,Robert Dryden",unknown,1137034432,308,Palgrave Macmillan,2013-08-21,26.5
1048,An Introduction to Philosophical Analysis,John Hospers,unknown,0132663058,282,Pearson,1996-12-14,47.75
1049,"Valor: Unsung Heroes from Iraq, Afghanistan, and the Home Front",Mark Lee Greenblatt,history,1589799526,201,Taylor Trade Publishing,2014-05-08,43.75
1050,Impressions and Expressions,George Schnaider,unknown,1499056125,60,Xlibris,2014-08-26,13.0
1051,Approximation Algorithms,Vijay V. Vazirani,science,3540653678,380,Springer,2002-12-05,48.25
1052,A Big Enough Lie: A Novel,Eric  Bennett,fiction,0810131218,296,Triquarterly,2015-06-30,40.0
1053,"Star Trek: Alien Spotlight, Vol. 1","John Byrne,Andrew Steven Harris,James Patrick",fiction,1600101798,152,IDW Publishing,2008-05-27,20.5
1054,"Switch Hitter (Shifter Hardball, #3)",Cheyenne Meadows,fantasy,1635335876,194,Dreamspinner Press,2017-06-05,13.75
1055,Second Chance Bride,Jane Myers Perrine,romance,0373828039,280,Harlequin,2009-01-13,22.5
1056,The Interpretation of the Fourth Gospel,C.H. Dodd,unknown,0521095174,492,Cambridge University Press,2005-03-10,39.75
1057,Questing France: Deepening the Search for My Holy Grail: Personal Growth Through Travel,Marilyn Barnicke Belleghem,unknown,0973412925,354,Quest Publishing,2005-08-02,5.75
1058,"The Alehouse Murders (Templar Knight Mystery, #1)",Maureen Ash,mystery,0425217655,277,Berkley,2007-09-04,7.25
1059,PIYU : From the Inside Out - Life Passion Dreams and His Legacy,Piyu,unknown,nan,160,Elex Media,2011-01-26,32.25
1060,The ABCs of Yoga for Kids Learning Cards,"Teresa Anne Power,Kathleen Rietz",unknown,0982258739,57,Stafford House,2011-04-01,26.5
1061,Heart-Shaped,Siobhan Parkinson,romance,1444903608,208,Hodder Children's Books,2013-08-01,10.75
1062,"Gaudy Night (Lord Peter Wimsey, #12)","Dorothy L. Sayers,Ian Carmichael,Various",mystery,0563494093,1,BBC Physical Audio,2005-03-07,22.75
1063,"The Politics of Evolution: Morphology, Medicine, and Reform in Radical London",Adrian J. Desmond,science,0226143465,514,University Of Chicago Press,1992-05-15,27.0
1064,Got Tape?,Ellie Schiedermayer,unknown,0873494261,48,Krause Publications,2004-11-09,13.5
1065,The Indian Shirt Story,Heather Lockman,unknown,nan,375,Musa Publishing,2013-08-14,16.75
1066,Trauma Queen,Barbara Dee,fiction,1442409231,272,Aladdin,2011-04-19,43.0
1067,Imaginary Houses,Devin Govaere,unknown,nan,302,Devin Govaere,2013-08-17,26.75
1068,Involuntary Witness,Gianrico Carofiglio,fiction,1904738524,274,Bitter Lemon Press,2013-04-02,43.5
1069,Reasonable Doubts,"Gianrico Carofiglio,Howard Curtis",fiction,1904738540,249,Bitter Lemon Press,2012-09-04,18.75
1070,"Jingle Bell Blessings (Rosewood, Texas, #6)",Bonnie K. Winn,romance,0373876394,215,Steeple Hill,2010-11-16,25.0
1071,Ants on the Melon: a Collection of Poems,Virginia Adair,fiction,0679448810,158,Random House,1999-08-31,28.25
1072,A Very Good Chance,Sarah Moore Fitzgerald,unknown,1444014781,240,Hachette Children's Group,2016-09-08,31.75
1073,Star Wars: The Ultimate Visual Guide: Updated and Expanded,Ryder Windham,fiction,0756692482,200,DK Children,2012-04-30,20.75
1074,"Mr. Midshipman Hornblower (Hornblower, #1)","C.S. Forester,Odd Feydt",fiction,nan,288,Aschehoug forlag,2004-01-01,8.5
1075,Les vacances de Jésus et Bouddha (4),Hikaru Nakamura,fiction,nan,128,Kurokawa,2012-09-13,32.0
1076,A Piada Infinita,"David Foster Wallace,Salvato Telles de Menezes,Vasco Telles de Menezes",fiction,nan,1198,Quetzal,2012-11-16,6.25
1077,"Blood Beast (The Demonata, #5)","Darren Shan,Poppy D. Chusfani",fantasy,3220111003,312,Gramedia Pustaka Utama (GPU),2011-12-22,23.75
1078,Our Sentence is Up: Seeing Grant Morrison's The Invisibles,"Patrick Meaney,Grant Morrison,Timothy Callahan,Kevin Colden",unknown,1466347805,356,Sequart Research & Literacy Organization,2011-11-28,49.25
1079,Tim Walker: I Love Pictures!,Veit Gorner,unknown,3775721118,157,Hatje Cantz,2008-02-01,26.75
1080,Being and Nothingness: An Essay in Phenomenological Ontology,"Jean-Paul Sartre,Hazel E. Barnes,Hazel Barnes",fiction,0806522763,640,Citadel,2001-09-01,35.75
1081,Release Point,Phil E. Quinn,unknown,0985118423,312,Barringer Publishing/Schlesinger Advertising,2012-05-01,7.25
1082,The Fixer Upper,"Mary Kay Andrews,Isabel Keating",fiction,0061768049,15,HarperAudio,2009-06-23,16.25
1083,"Wool (Wool, #1)",Hugh Howey,fantasy,1448150205,576,Cornerstone Digital,2012-05-31,27.5
1084,"The Last Wilderness (Seekers, #4)",Erin Hunter,fantasy,1405254610,339,Egmont,2010-09-06,29.25
1085,The Book of Human Emotions: An Encyclopaedia of Feeling from Anger to Wanderlust,Tiffany Watt Smith,science,1781251290,308,Profile Books,2015-09-17,47.5
1086,The Dark Between,Sonia Gensler,mystery,0375867023,352,Knopf Books for Young Readers,2013-08-27,46.75
1087,"The Morning Star (Katerina, #3)",Robin Bridges,fantasy,0385740263,288,Delacorte Books for Young Readers,2013-08-27,21.75
1088,The Crying Tree,"Naseem Rakha,Rakha",fiction,0330504800,353,Pan Publishing,2010-08-01,8.0
1089,The Mist in the Mirror,Susan Hill,fiction,0099284367,184,Vintage,1999-09-02,40.0
1090,The Abduction,Mark Gimenez,fiction,1593154631,503,Vanguard Press,2007-08-28,44.75
1091,Emma Goldman: Revolution as a Way of Life,Vivian Gornick,history,0300177615,160,Yale University Press,2011-10-04,7.0
1092,Encyclopedia of Foods: A Guide to Healthy Nutrition,Dole Foods,unknown,0122198034,516,Academic Press,2001-12-13,45.5
1093,Forgotten Voices of The Holocaust: A new history in the words of the men and women who survived,Lyn Smith,history,0091898269,351,Ebury Press,2006-05-04,24.5
1094,Time Couriers,C.Q. Scafidi,unknown,1847483283,216,G2 Rights,2008-08-04,20.75
1095,The Crow: City of Angels,Chet Williamson,fiction,1572972181,250,Berkley,1996-08-01,48.5
1096,Scapegoat,Amy Dawson Robertson,unknown,159493262X,302,Bella Books,2012-01-03,42.5
1097,You Don't Need a Lawyer,James Kramon,unknown,0761140387,416,Workman Publishing Company,2005-09-19,25.25
